node,device_type,timestamp,V,I,P,Q,kwh
node2,residential,2025-03-21 11:15:00,239.63,0.002,0.37,0.2,0.0936
node2,residential,2025-03-21 11:30:00,222.26,0.001,0.29,0.17,0.0733
node2,residential,2025-03-21 11:45:00,239.4,0.001,0.28,0.11,0.0691
node2,residential,2025-03-21 12:00:00,238.75,0.002,0.5,0.22,0.1241
node2,residential,2025-03-21 12:15:00,227.58,0.001,0.33,0.17,0.0814
node2,residential,2025-03-21 12:30:00,225.61,0.001,0.33,0.15,0.0828
node2,residential,2025-03-21 12:45:00,218.98,0.002,0.43,0.2,0.1071
node2,residential,2025-03-21 13:00:00,240.58,0.001,0.21,0.11,0.0529
node2,residential,2025-03-21 13:15:00,239.39,0.001,0.24,0.12,0.0598
node2,residential,2025-03-21 13:30:00,240.0,0.001,0.35,0.17,0.0877
node2,residential,2025-03-21 13:45:00,238.66,0.002,0.38,0.2,0.0955
node2,residential,2025-03-21 14:00:00,226.45,0.002,0.4,0.21,0.0999
node2,residential,2025-03-21 14:15:00,238.43,0.002,0.47,0.23,0.118
node2,residential,2025-03-21 14:30:00,225.92,0.002,0.41,0.21,0.1018
node2,residential,2025-03-21 14:45:00,227.01,0.001,0.26,0.12,0.0646
node2,residential,2025-03-21 15:00:00,233.83,0.001,0.22,0.13,0.0545
node2,residential,2025-03-21 15:15:00,224.72,0.002,0.45,0.22,0.1124
node2,residential,2025-03-21 15:30:00,233.74,0.002,0.49,0.26,0.1227
node2,residential,2025-03-21 15:45:00,222.97,0.002,0.38,0.16,0.096
node2,residential,2025-03-21 16:00:00,226.87,0.002,0.4,0.2,0.0994
node2,residential,2025-03-21 16:15:00,219.25,0.002,0.35,0.2,0.0872
node2,residential,2025-03-21 16:30:00,219.42,0.001,0.21,0.09,0.0523
node2,residential,2025-03-21 16:45:00,235.07,0.002,0.49,0.27,0.1219
node2,residential,2025-03-21 17:00:00,230.37,0.002,0.38,0.15,0.0958
node2,residential,2025-03-21 17:15:00,220.17,0.001,0.2,0.12,0.0512
node2,residential,2025-03-21 17:30:00,230.4,0.002,0.48,0.24,0.1212
node2,residential,2025-03-21 17:45:00,238.9,0.001,0.28,0.15,0.0706
node2,residential,2025-03-21 18:00:00,238.18,0.005,1.29,0.63,0.3234
node2,residential,2025-03-21 18:15:00,239.49,0.006,1.48,0.72,0.3697
node2,residential,2025-03-21 18:30:00,230.57,0.006,1.4,0.69,0.3499
node2,residential,2025-03-21 18:45:00,225.19,0.006,1.41,0.68,0.3535
node2,residential,2025-03-21 19:00:00,235.74,0.005,1.13,0.58,0.2826
node2,residential,2025-03-21 19:15:00,241.44,0.006,1.33,0.66,0.3325
node2,residential,2025-03-21 19:30:00,221.59,0.005,1.08,0.55,0.2689
node2,residential,2025-03-21 19:45:00,230.21,0.005,1.21,0.58,0.3017
node2,residential,2025-03-21 20:00:00,236.19,0.004,1.04,0.49,0.2608
node2,residential,2025-03-21 20:15:00,234.15,0.004,1.05,0.53,0.2633
node2,residential,2025-03-21 20:30:00,236.33,0.006,1.4,0.68,0.3493
node2,residential,2025-03-21 20:45:00,236.05,0.004,0.96,0.47,0.241
node2,residential,2025-03-21 21:00:00,231.71,0.005,1.11,0.52,0.2782
node2,residential,2025-03-21 21:15:00,239.48,0.004,0.92,0.46,0.2305
node2,residential,2025-03-21 21:30:00,234.99,0.005,1.13,0.53,0.2833
node2,residential,2025-03-21 21:45:00,238.22,0.005,1.23,0.59,0.3072
node2,residential,2025-03-21 22:00:00,237.56,0.002,0.39,0.18,0.0963
node2,residential,2025-03-21 22:15:00,227.05,0.002,0.43,0.19,0.1073
node2,residential,2025-03-21 22:30:00,227.42,0.002,0.45,0.2,0.1135
node2,residential,2025-03-21 22:45:00,223.78,0.002,0.44,0.18,0.1092
node2,residential,2025-03-21 23:00:00,227.05,0.001,0.32,0.16,0.0808
node2,residential,2025-03-21 23:15:00,234.0,0.001,0.29,0.13,0.0724
node2,residential,2025-03-21 23:30:00,225.62,0.002,0.35,0.14,0.0881
node2,residential,2025-03-21 23:45:00,237.45,0.001,0.33,0.17,0.0826
node2,residential,2025-03-22 00:00:00,227.88,0.001,0.24,0.16,0.0607
node2,residential,2025-03-22 00:15:00,230.86,0.001,0.24,0.09,0.059
node2,residential,2025-03-22 00:30:00,220.1,0.001,0.23,0.1,0.057
node2,residential,2025-03-22 00:45:00,234.87,0.001,0.27,0.16,0.0665
node2,residential,2025-03-22 01:00:00,236.3,0.001,0.21,0.1,0.0519
node2,residential,2025-03-22 01:15:00,230.05,0.001,0.24,0.13,0.0597
node2,residential,2025-03-22 01:30:00,225.7,0.001,0.34,0.17,0.084
node2,residential,2025-03-22 01:45:00,235.32,0.001,0.21,0.1,0.0522
node2,residential,2025-03-22 02:00:00,233.17,0.001,0.27,0.18,0.0669
node2,residential,2025-03-22 02:15:00,235.25,0.001,0.22,0.11,0.0558
node2,residential,2025-03-22 02:30:00,228.31,0.001,0.33,0.15,0.0818
node2,residential,2025-03-22 02:45:00,231.87,0.002,0.4,0.18,0.1004
node2,residential,2025-03-22 03:00:00,233.06,0.002,0.46,0.22,0.1162
node2,residential,2025-03-22 03:15:00,225.24,0.002,0.49,0.23,0.1213
node2,residential,2025-03-22 03:30:00,225.2,0.002,0.36,0.17,0.0906
node2,residential,2025-03-22 03:45:00,240.24,0.001,0.29,0.09,0.0723
node2,residential,2025-03-22 04:00:00,240.29,0.001,0.34,0.19,0.0847
node2,residential,2025-03-22 04:15:00,235.47,0.002,0.41,0.18,0.1032
node2,residential,2025-03-22 04:30:00,219.14,0.001,0.24,0.1,0.0608
node2,residential,2025-03-22 04:45:00,238.98,0.002,0.45,0.26,0.1136
node2,residential,2025-03-22 05:00:00,225.68,0.002,0.39,0.18,0.0981
node2,residential,2025-03-22 05:15:00,235.25,0.001,0.31,0.19,0.0763
node2,residential,2025-03-22 05:30:00,236.79,0.002,0.43,0.2,0.1072
node2,residential,2025-03-22 05:45:00,226.54,0.002,0.48,0.25,0.1212
node2,residential,2025-03-22 06:00:00,222.89,0.005,1.03,0.51,0.2581
node2,residential,2025-03-22 06:15:00,239.11,0.004,1.01,0.49,0.2528
node2,residential,2025-03-22 06:30:00,240.17,0.005,1.12,0.52,0.2795
node2,residential,2025-03-22 06:45:00,220.55,0.005,1.17,0.59,0.2925
node2,residential,2025-03-22 07:00:00,230.14,0.004,1.01,0.46,0.2537
node2,residential,2025-03-22 07:15:00,237.33,0.003,0.81,0.39,0.2035
node2,residential,2025-03-22 07:30:00,218.71,0.005,1.18,0.55,0.2959
node2,residential,2025-03-22 07:45:00,234.01,0.004,0.95,0.48,0.237
node2,residential,2025-03-22 08:00:00,220.35,0.005,1.08,0.52,0.2703
node2,residential,2025-03-22 08:15:00,221.18,0.004,0.98,0.46,0.2443
node2,residential,2025-03-22 08:30:00,235.47,0.004,0.97,0.45,0.2416
node2,residential,2025-03-22 08:45:00,237.36,0.005,1.09,0.51,0.2731
node2,residential,2025-03-22 09:00:00,235.24,0.001,0.21,0.1,0.0533
node2,residential,2025-03-22 09:15:00,233.31,0.001,0.3,0.12,0.0748
node2,residential,2025-03-22 09:30:00,238.29,0.001,0.34,0.2,0.0859
node2,residential,2025-03-22 09:45:00,226.83,0.002,0.37,0.21,0.0932
node2,residential,2025-03-22 10:00:00,230.2,0.001,0.31,0.15,0.0786
node2,residential,2025-03-22 10:15:00,228.76,0.002,0.43,0.21,0.1063
node2,residential,2025-03-22 10:30:00,226.68,0.002,0.4,0.2,0.0993
node2,residential,2025-03-22 10:45:00,218.71,0.001,0.24,0.11,0.0611
node2,residential,2025-03-22 11:00:00,237.81,0.001,0.22,0.1,0.0546
node2,residential,2025-03-22 11:15:00,228.29,0.001,0.24,0.12,0.0608
node2,residential,2025-03-22 11:30:00,238.18,0.001,0.22,0.14,0.0557
node2,residential,2025-03-22 11:45:00,228.09,0.002,0.4,0.18,0.1006
node2,residential,2025-03-22 12:00:00,224.17,0.002,0.38,0.17,0.0939
node2,residential,2025-03-22 12:15:00,225.46,0.001,0.32,0.16,0.0798
node2,residential,2025-03-22 12:30:00,222.19,0.002,0.5,0.25,0.1244
node2,residential,2025-03-22 12:45:00,239.41,0.002,0.4,0.21,0.0999
node2,residential,2025-03-22 13:00:00,224.65,0.001,0.22,0.12,0.054
node2,residential,2025-03-22 13:15:00,237.75,0.001,0.2,0.11,0.0505
node2,residential,2025-03-22 13:30:00,235.65,0.002,0.5,0.27,0.124
node2,residential,2025-03-22 13:45:00,239.49,0.002,0.45,0.25,0.1133
node2,residential,2025-03-22 14:00:00,240.18,0.002,0.43,0.2,0.1084
node2,residential,2025-03-22 14:15:00,219.67,0.002,0.45,0.22,0.1116
node2,residential,2025-03-22 14:30:00,232.84,0.001,0.28,0.15,0.0692
node2,residential,2025-03-22 14:45:00,233.68,0.002,0.38,0.14,0.0944
node2,residential,2025-03-22 15:00:00,226.65,0.001,0.21,0.11,0.0514
node2,residential,2025-03-22 15:15:00,239.48,0.001,0.29,0.13,0.0717
node2,residential,2025-03-22 15:30:00,227.93,0.001,0.3,0.15,0.0739
node2,residential,2025-03-22 15:45:00,218.82,0.002,0.4,0.22,0.1001
node2,residential,2025-03-22 16:00:00,218.56,0.002,0.43,0.25,0.1083
node2,residential,2025-03-22 16:15:00,225.79,0.002,0.45,0.24,0.113
node2,residential,2025-03-22 16:30:00,236.28,0.001,0.33,0.15,0.0813
node2,residential,2025-03-22 16:45:00,218.85,0.002,0.45,0.22,0.113
node2,residential,2025-03-22 17:00:00,235.02,0.001,0.32,0.17,0.0805
node2,residential,2025-03-22 17:15:00,238.49,0.002,0.43,0.21,0.1083
node2,residential,2025-03-22 17:30:00,218.98,0.001,0.21,0.1,0.0526
node2,residential,2025-03-22 17:45:00,218.65,0.002,0.48,0.22,0.1202
node2,residential,2025-03-22 18:00:00,232.61,0.006,1.5,0.77,0.3738
node2,residential,2025-03-22 18:15:00,227.45,0.004,0.96,0.49,0.241
node2,residential,2025-03-22 18:30:00,240.56,0.005,1.23,0.59,0.3066
node2,residential,2025-03-22 18:45:00,233.07,0.004,0.93,0.46,0.2322
node2,residential,2025-03-22 19:00:00,226.65,0.005,1.05,0.47,0.2614
node2,residential,2025-03-22 19:15:00,230.55,0.005,1.12,0.57,0.2807
node2,residential,2025-03-22 19:30:00,237.57,0.004,0.96,0.43,0.2403
node2,residential,2025-03-22 19:45:00,226.56,0.005,1.18,0.57,0.2939
node2,residential,2025-03-22 20:00:00,236.68,0.004,0.91,0.49,0.2275
node2,residential,2025-03-22 20:15:00,232.51,0.006,1.28,0.64,0.3209
node2,residential,2025-03-22 20:30:00,224.26,0.006,1.32,0.62,0.3305
node2,residential,2025-03-22 20:45:00,218.72,0.006,1.33,0.64,0.3318
node2,residential,2025-03-22 21:00:00,220.51,0.005,1.2,0.58,0.3007
node2,residential,2025-03-22 21:15:00,240.16,0.006,1.37,0.68,0.3425
node2,residential,2025-03-22 21:30:00,221.75,0.004,0.96,0.49,0.2409
node2,residential,2025-03-22 21:45:00,225.64,0.005,1.17,0.57,0.2931
node2,residential,2025-03-22 22:00:00,225.86,0.001,0.28,0.13,0.0704
node2,residential,2025-03-22 22:15:00,241.41,0.002,0.42,0.19,0.1061
node2,residential,2025-03-22 22:30:00,239.92,0.001,0.24,0.12,0.0601
node2,residential,2025-03-22 22:45:00,227.95,0.002,0.37,0.19,0.0932
node2,residential,2025-03-22 23:00:00,234.69,0.001,0.24,0.12,0.0595
node2,residential,2025-03-22 23:15:00,226.34,0.002,0.48,0.24,0.1212
node2,residential,2025-03-22 23:30:00,224.81,0.001,0.28,0.14,0.0699
node2,residential,2025-03-22 23:45:00,232.4,0.002,0.49,0.26,0.1225
node2,residential,2025-03-23 00:00:00,235.29,0.002,0.39,0.18,0.0969
node2,residential,2025-03-23 00:15:00,228.04,0.001,0.31,0.18,0.0779
node2,residential,2025-03-23 00:30:00,223.88,0.002,0.36,0.21,0.0903
node2,residential,2025-03-23 00:45:00,232.58,0.001,0.34,0.17,0.0859
node2,residential,2025-03-23 01:00:00,224.32,0.001,0.22,0.12,0.054
node2,residential,2025-03-23 01:15:00,229.02,0.001,0.29,0.1,0.0729
node2,residential,2025-03-23 01:30:00,223.41,0.002,0.39,0.2,0.097
node2,residential,2025-03-23 01:45:00,228.19,0.002,0.35,0.14,0.0876
node2,residential,2025-03-23 02:00:00,219.21,0.002,0.45,0.22,0.1119
node2,residential,2025-03-23 02:15:00,229.78,0.002,0.48,0.22,0.12
node2,residential,2025-03-23 02:30:00,240.06,0.001,0.27,0.13,0.0666
node2,residential,2025-03-23 02:45:00,226.72,0.002,0.4,0.17,0.099
node2,residential,2025-03-23 03:00:00,237.15,0.001,0.23,0.09,0.0567
node2,residential,2025-03-23 03:15:00,226.71,0.001,0.27,0.12,0.0671
node2,residential,2025-03-23 03:30:00,232.12,0.002,0.37,0.2,0.0917
node2,residential,2025-03-23 03:45:00,233.46,0.001,0.3,0.13,0.0754
node2,residential,2025-03-23 04:00:00,226.77,0.002,0.49,0.26,0.1226
node2,residential,2025-03-23 04:15:00,220.97,0.001,0.23,0.11,0.0571
node2,residential,2025-03-23 04:30:00,228.87,0.002,0.36,0.16,0.0896
node2,residential,2025-03-23 04:45:00,230.81,0.002,0.5,0.22,0.1247
node2,residential,2025-03-23 05:00:00,230.8,0.002,0.39,0.18,0.0967
node2,residential,2025-03-23 05:15:00,223.91,0.001,0.29,0.13,0.0724
node2,residential,2025-03-23 05:30:00,230.78,0.002,0.36,0.13,0.0892
node2,residential,2025-03-23 05:45:00,227.4,0.002,0.38,0.17,0.0942
node2,residential,2025-03-23 06:00:00,237.83,0.004,0.96,0.48,0.2388
node2,residential,2025-03-23 06:15:00,231.87,0.005,1.11,0.54,0.2767
node2,residential,2025-03-23 06:30:00,238.49,0.005,1.16,0.54,0.2902
node2,residential,2025-03-23 06:45:00,235.38,0.005,1.12,0.54,0.2809
node2,residential,2025-03-23 07:00:00,238.07,0.004,0.98,0.46,0.244
node2,residential,2025-03-23 07:15:00,227.06,0.005,1.17,0.58,0.2913
node2,residential,2025-03-23 07:30:00,233.7,0.004,0.83,0.4,0.2082
node2,residential,2025-03-23 07:45:00,237.39,0.005,1.13,0.55,0.2829
node2,residential,2025-03-23 08:00:00,236.93,0.005,1.09,0.58,0.2724
node2,residential,2025-03-23 08:15:00,226.24,0.004,1.0,0.48,0.2507
node2,residential,2025-03-23 08:30:00,234.8,0.004,0.95,0.5,0.2376
node2,residential,2025-03-23 08:45:00,237.36,0.005,1.09,0.52,0.2715
node2,residential,2025-03-23 09:00:00,235.07,0.001,0.22,0.09,0.0538
node2,residential,2025-03-23 09:15:00,234.41,0.001,0.34,0.18,0.0847
node2,residential,2025-03-23 09:30:00,218.87,0.002,0.43,0.2,0.1082
node2,residential,2025-03-23 09:45:00,218.76,0.002,0.4,0.16,0.0989
node2,residential,2025-03-23 10:00:00,240.6,0.002,0.48,0.25,0.1203
node2,residential,2025-03-23 10:15:00,222.43,0.001,0.24,0.08,0.0598
node2,residential,2025-03-23 10:30:00,228.67,0.002,0.49,0.25,0.1234
node2,residential,2025-03-23 10:45:00,238.46,0.001,0.21,0.11,0.0517
node2,residential,2025-03-23 11:00:00,233.21,0.002,0.38,0.18,0.0955
node2,residential,2025-03-23 11:15:00,231.69,0.001,0.29,0.14,0.0718
node2,residential,2025-03-23 11:30:00,228.8,0.002,0.44,0.19,0.1098
node2,residential,2025-03-23 11:45:00,238.52,0.002,0.37,0.21,0.0936
node2,residential,2025-03-23 12:00:00,227.87,0.001,0.32,0.15,0.081
node2,residential,2025-03-23 12:15:00,234.14,0.002,0.44,0.2,0.1097
node2,residential,2025-03-23 12:30:00,238.61,0.001,0.28,0.11,0.0692
node2,residential,2025-03-23 12:45:00,218.6,0.001,0.3,0.14,0.0756
node2,residential,2025-03-23 13:00:00,235.92,0.002,0.39,0.19,0.0977
node2,residential,2025-03-23 13:15:00,223.76,0.001,0.27,0.12,0.0672
node2,residential,2025-03-23 13:30:00,231.4,0.002,0.4,0.21,0.0992
node2,residential,2025-03-23 13:45:00,234.97,0.002,0.49,0.2,0.1223
node2,residential,2025-03-23 14:00:00,228.51,0.002,0.41,0.14,0.1026
node2,residential,2025-03-23 14:15:00,220.7,0.002,0.47,0.21,0.117
node2,residential,2025-03-23 14:30:00,225.76,0.002,0.4,0.18,0.1009
node2,residential,2025-03-23 14:45:00,232.7,0.001,0.33,0.17,0.0816
node2,residential,2025-03-23 15:00:00,237.19,0.001,0.24,0.13,0.0596
node2,residential,2025-03-23 15:15:00,230.05,0.002,0.46,0.23,0.115
node2,residential,2025-03-23 15:30:00,238.04,0.001,0.27,0.12,0.0684
node2,residential,2025-03-23 15:45:00,237.63,0.002,0.41,0.17,0.1022
node2,residential,2025-03-23 16:00:00,238.88,0.001,0.36,0.17,0.0888
node2,residential,2025-03-23 16:15:00,230.34,0.001,0.2,0.13,0.0506
node2,residential,2025-03-23 16:30:00,226.88,0.002,0.49,0.23,0.1234
node2,residential,2025-03-23 16:45:00,240.89,0.001,0.32,0.17,0.0795
node2,residential,2025-03-23 17:00:00,233.95,0.002,0.42,0.22,0.105
node2,residential,2025-03-23 17:15:00,218.95,0.001,0.2,0.12,0.0505
node2,residential,2025-03-23 17:30:00,223.56,0.001,0.27,0.14,0.0679
node2,residential,2025-03-23 17:45:00,218.81,0.002,0.4,0.2,0.1
node2,residential,2025-03-23 18:00:00,234.16,0.005,1.28,0.61,0.3188
node2,residential,2025-03-23 18:15:00,226.4,0.005,1.07,0.54,0.2685
node2,residential,2025-03-23 18:30:00,229.01,0.005,1.1,0.51,0.2745
node2,residential,2025-03-23 18:45:00,226.39,0.005,1.21,0.56,0.3015
node2,residential,2025-03-23 19:00:00,223.68,0.004,0.94,0.45,0.2351
node2,residential,2025-03-23 19:15:00,235.21,0.006,1.43,0.72,0.3566
node2,residential,2025-03-23 19:30:00,231.68,0.006,1.32,0.62,0.3302
node2,residential,2025-03-23 19:45:00,230.72,0.004,0.93,0.43,0.2323
node2,residential,2025-03-23 20:00:00,238.23,0.005,1.18,0.57,0.2956
node2,residential,2025-03-23 20:15:00,232.34,0.006,1.38,0.62,0.344
node2,residential,2025-03-23 20:30:00,230.12,0.005,1.11,0.54,0.2769
node2,residential,2025-03-23 20:45:00,241.42,0.004,0.95,0.48,0.2387
node2,residential,2025-03-23 21:00:00,229.02,0.006,1.44,0.69,0.3588
node2,residential,2025-03-23 21:15:00,226.09,0.006,1.42,0.68,0.3551
node2,residential,2025-03-23 21:30:00,241.5,0.004,0.91,0.44,0.2285
node2,residential,2025-03-23 21:45:00,229.49,0.007,1.49,0.72,0.3731
node2,residential,2025-03-23 22:00:00,218.9,0.001,0.25,0.14,0.0635
node2,residential,2025-03-23 22:15:00,220.67,0.002,0.35,0.19,0.0869
node2,residential,2025-03-23 22:30:00,229.97,0.001,0.25,0.11,0.0615
node2,residential,2025-03-23 22:45:00,223.6,0.002,0.49,0.23,0.1232
node2,residential,2025-03-23 23:00:00,220.89,0.002,0.43,0.18,0.1072
node2,residential,2025-03-23 23:15:00,234.26,0.002,0.41,0.22,0.1036
node2,residential,2025-03-23 23:30:00,240.6,0.002,0.5,0.2,0.124
node2,residential,2025-03-23 23:45:00,226.19,0.002,0.38,0.18,0.0957
node2,residential,2025-03-24 00:00:00,222.92,0.001,0.2,0.06,0.0504
node2,residential,2025-03-24 00:15:00,222.61,0.002,0.41,0.23,0.1013
node2,residential,2025-03-24 00:30:00,228.74,0.002,0.49,0.26,0.1225
node2,residential,2025-03-24 00:45:00,238.4,0.002,0.45,0.23,0.1131
node2,residential,2025-03-24 01:00:00,238.69,0.001,0.27,0.11,0.0665
node2,residential,2025-03-24 01:15:00,239.0,0.002,0.49,0.28,0.1237
node2,residential,2025-03-24 01:30:00,224.2,0.001,0.32,0.15,0.079
node2,residential,2025-03-24 01:45:00,223.28,0.001,0.2,0.11,0.051
node2,residential,2025-03-24 02:00:00,234.43,0.002,0.38,0.19,0.0945
node2,residential,2025-03-24 02:15:00,230.66,0.001,0.28,0.14,0.0692
node2,residential,2025-03-24 02:30:00,233.91,0.002,0.39,0.18,0.0979
node2,residential,2025-03-24 02:45:00,233.54,0.001,0.33,0.16,0.0818
node2,residential,2025-03-24 03:00:00,233.43,0.002,0.43,0.19,0.1071
node2,residential,2025-03-24 03:15:00,237.1,0.001,0.21,0.11,0.0527
node2,residential,2025-03-24 03:30:00,240.27,0.001,0.3,0.16,0.0751
node2,residential,2025-03-24 03:45:00,226.83,0.001,0.28,0.12,0.069
node2,residential,2025-03-24 04:00:00,237.92,0.001,0.33,0.14,0.0821
node2,residential,2025-03-24 04:15:00,238.76,0.001,0.23,0.05,0.0566
node2,residential,2025-03-24 04:30:00,226.34,0.002,0.48,0.23,0.1197
node2,residential,2025-03-24 04:45:00,229.66,0.001,0.33,0.18,0.0813
node2,residential,2025-03-24 05:00:00,227.1,0.002,0.47,0.22,0.1165
node2,residential,2025-03-24 05:15:00,236.89,0.002,0.48,0.23,0.1197
node2,residential,2025-03-24 05:30:00,235.78,0.002,0.41,0.19,0.1034
node2,residential,2025-03-24 05:45:00,234.74,0.002,0.45,0.23,0.1122
node2,residential,2025-03-24 06:00:00,218.7,0.004,0.82,0.39,0.2039
node2,residential,2025-03-24 06:15:00,232.0,0.004,1.02,0.51,0.256
node2,residential,2025-03-24 06:30:00,230.89,0.004,0.84,0.4,0.2089
node2,residential,2025-03-24 06:45:00,221.07,0.005,1.12,0.58,0.2809
node2,residential,2025-03-24 07:00:00,224.59,0.004,0.82,0.39,0.2055
node2,residential,2025-03-24 07:15:00,218.55,0.004,0.9,0.47,0.2252
node2,residential,2025-03-24 07:30:00,218.69,0.004,0.96,0.46,0.2403
node2,residential,2025-03-24 07:45:00,234.61,0.005,1.16,0.53,0.29
node2,residential,2025-03-24 08:00:00,238.55,0.004,1.01,0.48,0.2535
node2,residential,2025-03-24 08:15:00,238.4,0.004,0.9,0.44,0.2256
node2,residential,2025-03-24 08:30:00,222.79,0.004,0.84,0.45,0.2089
node2,residential,2025-03-24 08:45:00,220.17,0.005,1.01,0.5,0.2537
node2,residential,2025-03-24 09:00:00,221.29,0.001,0.26,0.14,0.066
node2,residential,2025-03-24 09:15:00,231.26,0.002,0.38,0.19,0.0959
node2,residential,2025-03-24 09:30:00,226.75,0.002,0.36,0.16,0.0888
node2,residential,2025-03-24 09:45:00,219.56,0.001,0.2,0.1,0.0509
node2,residential,2025-03-24 10:00:00,237.12,0.002,0.43,0.21,0.1083
node2,residential,2025-03-24 10:15:00,220.54,0.002,0.34,0.19,0.085
node2,residential,2025-03-24 10:30:00,225.47,0.002,0.35,0.19,0.0882
node2,residential,2025-03-24 10:45:00,224.4,0.001,0.24,0.12,0.061
node2,residential,2025-03-24 11:00:00,230.24,0.002,0.46,0.25,0.1144
node2,residential,2025-03-24 11:15:00,230.35,0.002,0.41,0.21,0.1022
node2,residential,2025-03-24 11:30:00,231.89,0.002,0.42,0.2,0.1052
node2,residential,2025-03-24 11:45:00,238.85,0.002,0.44,0.2,0.1104
node2,residential,2025-03-24 12:00:00,235.86,0.001,0.3,0.16,0.0762
node2,residential,2025-03-24 12:15:00,233.82,0.002,0.43,0.21,0.1073
node2,residential,2025-03-24 12:30:00,236.18,0.002,0.38,0.18,0.0939
node2,residential,2025-03-24 12:45:00,221.51,0.002,0.37,0.18,0.0928
node2,residential,2025-03-24 13:00:00,238.11,0.001,0.24,0.12,0.059
node2,residential,2025-03-24 13:15:00,227.95,0.001,0.24,0.11,0.0601
node2,residential,2025-03-24 13:30:00,231.78,0.002,0.48,0.25,0.1195
node2,residential,2025-03-24 13:45:00,233.77,0.002,0.37,0.16,0.0928
node2,residential,2025-03-24 14:00:00,236.81,0.002,0.37,0.22,0.0914
node2,residential,2025-03-24 14:15:00,237.43,0.002,0.48,0.23,0.1202
node2,residential,2025-03-24 14:30:00,223.43,0.002,0.35,0.19,0.0873
node2,residential,2025-03-24 14:45:00,233.75,0.002,0.43,0.21,0.1067
node2,residential,2025-03-24 15:00:00,238.16,0.002,0.44,0.19,0.1095
node2,residential,2025-03-24 15:15:00,230.67,0.002,0.35,0.14,0.0875
node2,residential,2025-03-24 15:30:00,230.71,0.001,0.2,0.11,0.0509
node2,residential,2025-03-24 15:45:00,230.99,0.002,0.5,0.25,0.1244
node2,residential,2025-03-24 16:00:00,228.14,0.001,0.3,0.15,0.0756
node2,residential,2025-03-24 16:15:00,230.54,0.002,0.49,0.26,0.1226
node2,residential,2025-03-24 16:30:00,227.37,0.002,0.36,0.15,0.0897
node2,residential,2025-03-24 16:45:00,236.68,0.002,0.48,0.23,0.1204
node2,residential,2025-03-24 17:00:00,218.55,0.001,0.25,0.15,0.0614
node2,residential,2025-03-24 17:15:00,239.85,0.001,0.26,0.13,0.0651
node2,residential,2025-03-24 17:30:00,239.93,0.001,0.24,0.12,0.0609
node2,residential,2025-03-24 17:45:00,237.72,0.001,0.35,0.18,0.0886
node2,residential,2025-03-24 18:00:00,239.86,0.006,1.34,0.67,0.334
